X,X14.3.3_beta,X14.3.3_epsilon_Caution,X14.3.3_zeta,X4E.BP1,X4E.BP1_pS65,X4E.BP1_pT37_T46,X4E.BP1_pT70,X53BP1,A.Raf_pS299_Caution,ACC_pS79,ACC1_Caution,Acetyl.a.Tubulin..Lys40._Caution,ACVRL1_Caution,ADAR1,Akt,Akt_pS473,Akt_pT308,alpha.Catenin,AMPK_alpha_Caution,AMPK_pT172,Annexin.1,Annexin_VII,AR,ASNS,ATM,B.Raf_Caution,B.Raf_pS445,Bad_pS112,Bak_Caution,Bap1.c.4,Bax,Bcl.2,Bcl.xL,Beclin_Caution,beta.Catenin,beta.Catenin_pT41_S45,beta.Actin_Caution,Bid_Caution,Bim.CST2933.,Bim.EP1036.,BRCA2_Caution,c.Jun_pS73,c.Kit,c.Met_Caution,c.Met_pY1235,c.Myc_Caution,C.Raf.BD610151._Caution,C.Raf.MP05.739.,C.Raf_pS338,Caspase.7_cleavedD198_Caution,Caspase.8_Caution,Caveolin.1,CD20._Caution,CD31,CD49b,CDK1,Chk1_Caution,Chk1_pS345_Caution,Chk2,Chk2_pT68_Caution,cIAP_Caution,Claudin.7,Collagen_VI,Cyclin_B1,Cyclin_D1,Cyclin_E1,Cyclin_E2_Caution,Di.Ras3_Caution,DJ.1,Dvl3,E.Cadherin,eEF2_Caution,eEF2K,EGFR,EGFR_pY1068_Caution,EGFR_pY1173,eIF4E,eIF4G_Caution,ER.alpha,ER.alpha_pS118,ERCC1_Caution,ERK2_Caution,ETS.1,FASN,Fibronectin,FoxM1,FOXO3a_Caution,FOXO3a_pS318_S321_Caution,FRA1_Caution,G6PD,Gab2,GAPDH_Caution,GATA3,GSK.3.BETA_Caution,GSK3.alpha.beta,GSK3.alpha.beta_pS21_S9,GSK3_pS9,HER2,HER2_pY1248_Caution,HER3,HER3_pY1289_Caution,Heregulin,HSP70_Caution,IGFBP2,INPP4B,IRS1,JAK2,JNK_pT183_Y185,JNK2_Caution,Ku80_Caution,Lck,MAPK_pT202_Y204,MDM2_pS166,MDMX_MDM4.BetIHC.00108._Caution,MEK1,MEK1_pS217_S221,MIG.6,Mre11_Caution,MSH2,MSH6_Caution,mTOR,mTOR_pS2448_Caution,MYH11,Myosin.IIa.pS1943,N.Cadherin,N.Ras,NDRG1_pT346,NF.kB.p65_pS536_Caution,NF2_Caution,Notch1,P.Cadherin_Caution,p14.Arf.BetA300.340A._Caution,p21,p27,p27_pT157_Caution,p27_pT198,p38.alpha.MAPK,p38_MAPK,p38_pT180_Y182,p53_Caution,p62.Lck.ligand_Caution,p70S6K,p70S6K_pT389,p90RSK_Caution,p90RSK_pT359_S363_Caution,p90RSK_pT573_Caution,PAI.1,PARP_cleaved_Caution,Paxillin_Caution,PCNA_Caution,PDCD4_Caution,PDK1,PDK1_pS241,PEA15,PEA15_pS116,PI3K.p110.alpha_Caution,PI3K.p85,PKC.alpha,PKC.alpha_pS657_Caution,PKC.delta_pS664,PKC.pan_BetaII_pS660,Porin,PR,PRAS40_pT246,PRDX1,PREX1,PTEN,Rab25,Rad50,RAD51,Raptor,Rb_Caution,Rb_pS807_S811,RBM15,Rictor_Caution,Rictor_pT1135,RSK1.2.3_Caution,S6_pS235_S236,S6_pS240_S244,SCD1,SETD2_Caution,SF2,Shc_pY317,SHP.2_pY542_Caution,Smac_Caution,Smad1,Smad3,Smad4,Snail_Caution,Src,Src_pY416_Caution,Src_pY527,STAT3_Caution,STAT3_pY705,STAT5.alpha,Stathmin,Syk,TAZ,TFRC,TIGAR,Transglutaminase,TSC1_Caution,TTF1,Tuberin,Tuberin_pT1462,VAV1_Caution,VEGFR2,VHL_Caution,XBP1_Caution,XRCC1_Caution,YAP_Caution,YAP_pS127_Caution,YB.1,YB.1_pS102
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,0.012152,0.113393,-0.421692,0.241837,-0.585951,-0.959571,-0.13113,1.109544,0.340376,-0.354163,-0.537339,0.091882,0.388324,0.027692,0.323309,3.658552,3.404529,0.436365,0.172954,0.190783,-0.112327,-0.006713,0.997878,0.651669,-1.995357,-0.793222,-0.476298,-0.116164,0.127129,0.436609,-0.088654,1.489659,0.367936,-0.141376,1.894282,0.125304,-0.42456,0.115435,1.797791,1.430834,0.152991,0.081765,1.184134,-0.249724,-0.006269,0.417527,-0.082331,-0.102291,-0.126931,0.122444,-0.257666,-1.788493,0.143561,0.210642,0.415135,-0.223587,-0.461085,-0.10269,0.184862,0.092344,-0.265205,2.814015,-0.042716,-0.811668,0.650843,0.986197,1.096126,0.075383,-0.466763,0.53866,3.697028,-0.185052,-0.189234,-0.132758,0.302241,0.0259,-0.131589,-0.588648,2.998184,0.096536,0.29059,-0.273586,0.270331,-0.253348,-0.154743,-0.328949,0.279104,0.027123,-0.84745,0.008077,-0.138062,0.107145,0.0985,-0.523409,-0.175649,-0.20568,-0.066663,1.29042,0.635013,0.330106,0.195218,0.950383,0.183573,0.945892,0.634168,0.024636,-0.013013,0.372185,0.312557,-0.317184,0.242187,0.254061,-0.108919,0.24792,-0.405636,-0.002781,-0.191784,0.022523,-0.547622,-0.356666,-0.209105,-0.055723,0.114042,-0.171258,0.656058,0.142899,-0.364983,-1.143823,0.103265,1.018601,0.863152,0.524711,-0.915721,0.442409,0.393174,0.078691,-0.20842,-0.537973,-0.100306,0.322464,-0.545274,-0.279364,-0.736123,-0.010104,-0.137216,0.056806,-0.44334,-0.106236,-0.237689,0.079916,-0.464241,0.488401,0.603967,-0.058087,0.195534,-0.13376,-0.499141,0.124249,0.19142,-0.164226,-0.756963,1.628808,0.308947,-0.298967,0.196034,0.040039,-1.871756,1.389381,-0.472474,-0.222916,-0.142859,-0.566285,-1.418668,0.349556,-0.357475,-0.300004,-0.316689,-2.264956,-2.313381,0.247547,0.22748,-0.119355,0.487052,0.113801,0.961494,0.115433,-0.118718,0.139033,0.067653,-0.72464,-0.330175,-0.340557,-0.538432,-0.40133,0.017774,-0.045995,1.807457,-0.136948,1.879881,-0.237319,-0.139041,-0.414459,0.31682,-0.100065,0.676479,0.643449,-1.341974,2.207915,0.236462,0.037546,-0.071604,-0.268133,-0.021821,-0.189356
SKCO1_LARGE_INTESTINE,-0.157243,-0.228503,0.094423,-0.852197,-0.789407,-1.145805,-0.481706,-0.155507,0.314264,-1.04305,-1.54796,0.456788,-0.452368,0.305241,-0.719121,-0.67885,-0.30045,-1.052611,-0.152365,0.170869,1.197214,-0.414986,-0.207567,-0.165872,-3.93728,0.159239,0.176734,-0.073711,-0.112836,-0.295962,0.635191,-0.505732,0.548562,-0.236285,0.493523,0.381933,0.185231,0.402264,0.390252,-0.049722,0.266736,0.119888,0.078422,0.211987,-0.063536,0.465342,-0.887125,-0.492731,0.064306,1.279902,0.189646,-1.704616,-0.110116,0.02572,-0.098214,1.835284,-0.028271,0.099235,0.421646,-0.15654,-0.358859,2.816155,0.407589,-0.029976,0.456298,-0.668731,0.065809,-0.066151,-0.841973,-0.038003,3.092661,0.460928,-0.549618,-0.002048,0.789017,0.005367,-0.058073,-0.431879,0.034999,0.0129,0.201738,0.042589,0.458115,-1.152678,-0.182495,-0.046687,-0.019721,-0.209991,0.530422,-0.553208,0.458147,-0.777333,0.002083,-0.565474,-0.477234,-0.096664,-0.492103,1.388017,0.860279,0.82579,0.081625,-0.243002,-0.052585,2.976318,0.304533,-0.076357,0.026219,0.671363,-0.259549,-1.121214,1.187612,0.029585,0.396566,0.103833,-0.345277,0.050492,-0.080695,0.005541,-0.489936,-0.305761,-0.985079,-0.20089,0.041275,-0.231189,-0.011988,0.055386,-0.959586,1.100442,-0.238816,0.203373,0.883857,-0.164947,-0.600821,-0.168908,0.017802,-0.008971,-0.195771,-0.427558,0.243688,-0.100784,-0.020076,-0.380942,-0.367981,-0.096561,0.076151,0.678476,-0.473088,-0.298861,-0.520909,0.181205,-0.372833,-0.344831,-0.506883,-0.56784,1.250407,-0.296512,0.19366,0.097839,-0.05926,-0.059432,-0.040583,0.472737,0.204839,0.027326,0.172915,-0.167082,0.036594,1.532117,0.16862,0.303896,0.253055,0.067825,0.082204,0.304758,-0.321866,-0.115615,-0.084812,0.035374,0.233284,-0.069103,-0.102289,-0.105885,0.312379,0.392754,0.261264,-0.002022,0.042734,0.072,0.187002,-0.1232,0.299083,0.174357,-0.116049,0.125133,0.278485,-0.288884,1.908272,-0.277497,0.463498,1.393895,-0.21336,-0.15515,0.657541,-0.629328,-0.051531,0.160012,0.51596,0.371444,-0.171461,-0.129739,0.225448,0.226609,0.077772,0.525059
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.060624,-0.078572,0.045546,0.231829,0.546691,0.764519,0.139959,0.106159,-0.231544,-0.545094,0.383471,-0.477264,0.224804,-0.152313,0.250518,-1.537191,-0.941426,-0.336393,-0.440469,-0.93994,0.178455,0.026013,-0.015752,1.749658,-0.585755,0.592526,0.008615,-0.312798,0.051859,0.357798,-0.128312,-0.131954,-0.668528,0.147974,-4.042167,-0.039633,0.234057,-0.197111,-3.192723,-1.538882,-0.094278,0.248639,-0.029524,-0.18057,0.08902,-0.290644,0.744553,0.147773,-0.188818,2.784468,1.412006,-3.491845,0.064778,-0.064764,-0.944299,-0.133412,0.590225,0.10936,-0.058262,-0.196376,0.17988,-0.672321,-0.527779,1.074706,-0.237986,0.43493,-0.276423,0.045958,0.227671,-0.205937,-1.558509,0.226394,0.978201,-1.569115,2.547673,0.030009,0.144341,0.895009,0.097251,0.120587,-0.150008,0.177732,0.149164,0.628642,-0.194495,0.17694,-0.506945,-0.197391,-0.173412,-0.98089,0.845472,-0.614982,-1.167164,0.212751,0.025522,-0.840683,-0.574473,-2.058957,1.709978,-0.123279,0.454464,-0.186152,0.392566,-0.657697,-0.008656,-0.474338,0.610157,3.354914,-0.475794,0.274796,0.835401,-1.315947,-0.232469,0.5067,-0.604475,-0.950335,0.080559,0.198008,0.391673,0.02457,0.044458,0.042485,-0.241886,-0.365995,-0.498315,0.158137,0.711067,0.123518,0.005092,0.781735,-0.371198,1.440134,1.453791,0.271068,0.078256,0.089469,0.651772,1.024839,-0.788045,1.622717,-0.042242,0.544989,0.785038,0.243607,0.045968,-0.715616,1.700501,0.35374,-0.305993,0.270158,-0.060088,0.482105,0.681707,-0.213207,-0.009119,0.300638,-0.045793,-0.706593,-0.923837,-0.080492,0.022507,-1.145963,0.057801,0.22456,-0.277014,0.381019,0.288538,-0.050204,-0.463257,0.889117,0.013798,0.219414,1.038477,-0.112685,0.436781,0.740624,0.552099,-0.756757,-0.457101,-0.106732,0.079812,0.434971,1.629566,2.784264,-0.224871,-0.185883,0.028137,0.290782,0.004732,-0.259364,2.663913,-0.598536,0.174407,3.74919,1.625933,0.467314,-1.774586,-0.159383,-0.886309,-0.225299,-0.290778,-0.091294,-0.010552,0.27185,-0.07898,5.374735,-0.790924,-1.413407,-0.095128,0.009191,-1.049189,-3.316111,0.21856,-0.19984
A253_SALIVARY_GLAND,0.130892,-0.00082,0.617585,-0.382009,-0.269067,-0.183803,-0.134472,-0.233986,0.028689,0.258984,0.176249,0.132908,0.070836,-0.288456,0.40998,4.371603,3.960681,0.469213,0.400092,-0.269964,1.827091,-0.281512,-0.292971,1.201426,-0.259256,-0.099573,-0.163707,0.600188,-0.061882,0.093627,-0.174381,-0.296606,0.393284,-0.140619,1.174783,0.236348,-0.460854,0.012863,-0.868399,-0.513176,0.146903,0.095836,-0.08867,0.016643,-0.166016,-0.381732,-0.98757,0.195863,0.285302,-0.096287,0.052541,4.158461,0.161693,-0.11409,-0.069594,-0.307697,-0.702293,0.053347,0.472779,0.304535,-0.18143,2.040001,-0.327263,0.02049,0.386709,-1.099853,-0.260219,-0.064641,-0.348956,0.771782,3.684142,1.696962,0.881324,2.049762,-0.14851,-0.086625,-0.075964,0.477115,-0.029743,-0.030082,0.042382,0.325922,0.525999,0.206784,-0.699716,-0.521588,0.097945,0.065045,0.735898,0.291632,-1.708404,-0.30757,-0.30141,-0.370088,-0.120374,0.56454,0.451003,-0.211258,-0.374704,-0.164585,-0.034648,2.313377,-0.024799,0.701195,-0.194151,0.694694,0.504892,0.489511,0.49633,0.887555,0.211615,0.33522,0.817711,-0.136312,-0.313749,0.156971,-0.162403,-0.190966,-0.03104,0.892896,0.32714,0.348453,-0.212378,1.086225,0.061398,-0.08404,2.867068,1.125424,-0.154115,-0.058442,1.505935,0.940331,-0.246949,-0.242607,-0.052671,-0.138392,-0.370764,-0.39096,0.496626,-0.760473,-0.522299,-0.232303,-0.892327,0.413148,0.091582,0.909276,0.093013,-0.115829,0.190407,-0.044633,1.197886,0.309325,0.581233,0.045611,1.219633,0.210078,0.146138,-0.341682,-0.315358,-0.112666,0.4476,-1.075058,0.053484,0.069981,0.06595,-0.326991,-1.657511,0.76919,-0.65177,-0.25449,0.022977,0.861224,1.34577,-0.460728,0.523883,0.305762,0.737361,0.554164,-0.233404,-0.029514,-0.089188,0.086956,0.020708,-0.483252,-0.01826,-0.196497,-0.003453,-0.292136,-0.22851,0.02419,-0.457768,0.007238,0.634496,-0.08029,0.474999,-0.253333,1.720671,0.107463,-0.291261,-0.314145,-0.322699,-0.070446,0.310675,0.143764,0.841031,-0.247704,0.807664,2.584311,0.245446,-0.509366,-0.29574,-0.158626,-0.038519,0.011081
HCC366_LUNG,-0.182703,-0.114247,-0.279314,0.272357,0.40657,0.487328,0.24333,-0.565369,-0.328771,-1.453343,-1.325601,0.903117,-0.010264,0.210794,0.063319,-0.590869,0.674896,-0.587595,-0.1451,-1.503905,0.569383,0.369857,-0.1377,0.660447,-0.471231,-0.447242,-0.289152,0,-0.100122,-0.199904,0.015559,-0.233734,0.751333,-0.067424,-1.102336,-0.221898,0.801217,0.230748,0.205967,0.25706,0.29994,0.597388,-0.388228,0.011571,-0.18921,-0.073848,-0.62361,-0.460619,-0.231672,0.384058,-0.004248,2.991764,-0.150161,-0.195673,0.418918,0.106321,-0.011245,0.288463,-0.112177,0.161748,0.206127,-0.428949,0.345431,0.144985,-0.026484,0.3621,0.115188,-0.063112,-0.433161,-0.215402,-0.490612,0.592027,-0.127843,2.115407,1.277919,0.200779,-0.312294,0.292638,-0.222929,-0.195406,0.013049,0.054887,0.729252,-1.798417,1.993359,-0.084957,0.343771,0.22571,1.263306,1.081745,0.358349,-0.937149,0.268365,-0.101821,0.145474,-0.053021,0.047123,0.308317,0.456857,-0.42144,-0.104523,0.012377,-0.167387,-0.181989,0.703136,0.039134,-0.235662,-0.105391,0.089231,-0.810379,-0.184958,-0.739889,0.87689,-0.103372,-0.010091,-0.433574,0.50877,0.020329,-0.411753,-0.131104,-0.410987,0.129551,0.335115,0.758848,0.026299,-0.286361,0.744936,2.192485,0.276301,-0.906641,0.600338,2.091417,-0.053769,-0.395953,-0.032059,-0.093889,-0.578989,-0.988541,-0.799394,0.022942,1.196445,-0.336696,0.318743,0.184693,-0.190639,-0.203444,4.920555,-0.284706,0.674817,-0.541565,-0.805651,-0.329199,-0.653416,0.100478,0.69943,-0.543498,-0.54025,0.297313,0.045969,-0.026593,-0.813385,0.595212,-0.243373,0.349311,0.118249,0.083777,0.027081,-0.403107,0.410812,-0.056269,-0.198768,0.097919,0.454463,0.483487,0.00903,0.300715,0.243101,0.543916,0.695352,-0.081268,0.416292,-0.223814,-0.212813,0.220491,-0.237097,-0.390102,0.326393,-0.253628,0.244576,-0.683998,0.073291,-0.224314,0.49042,-0.144537,0.934816,-0.235996,-2.700354,0.28295,1.457782,-0.128071,1.672596,-0.036731,0.930219,0.009177,-0.177142,-1.194182,1.070076,0.616616,-0.096992,-0.303023,0.642815,1.69914,0.487926,0.609952
DKMG_CENTRAL_NERVOUS_SYSTEM,0.132923,0.268263,-0.047623,0.390378,0.156067,0.265948,0.358477,0.772547,-0.33131,0.056184,0.828207,-0.004413,0.276902,-0.114243,0.432681,0.556802,0.282045,0.154418,0.089107,-0.025293,0.769582,-0.478728,0.646435,1.376985,1.110126,-0.044612,0.285248,-0.222861,-0.080164,-0.164799,0.518327,0.337854,-0.334356,0.127921,0.256234,-0.24059,0.972366,-0.077303,-1.641994,-0.839542,-0.207693,-0.144032,1.597213,0.41193,0.11003,0.250482,0.40766,0.067524,0.085882,-0.186143,-0.195275,4.719003,-0.015737,-0.089883,-0.941697,-0.005382,-0.310896,-0.407864,-0.50827,-0.304972,0.103627,-0.315673,0.556112,-1.224767,-0.06778,0.534883,-0.271467,0.203486,0.025506,0.084063,-0.910111,-0.187286,-0.326355,0.437114,0.395965,0.058289,-0.243422,0.421125,0.244053,-0.043687,0.076955,0.107708,-0.301709,0.111486,4.308061,-0.965251,-0.060515,-0.161389,0.196059,-0.404817,-0.009406,-1.375927,-0.52383,0.287158,0.070243,-1.037485,-0.88958,-0.262116,0.147037,-0.374656,-0.07917,-0.051466,-0.124438,1.087453,-0.144183,-0.164781,0.439236,-0.340085,-0.412308,-0.089972,-0.983998,0.583526,0.906378,0.228994,-0.560235,0.08075,-0.086276,0.111106,0.174962,-0.567484,0.04048,-0.105604,0.060486,1.092892,0.49806,-0.053712,-1.006522,-0.991435,0.276374,0.668147,-0.561751,-0.765684,3.354604,-0.002486,0.05946,0.254245,0.258207,0.416243,-1.495578,-0.390112,0.106435,-0.184048,-0.231802,-0.968425,-0.228805,-0.710031,3.268531,-0.035756,-0.494822,-0.408526,-1.454076,0.050956,0.073097,0.365194,-0.020376,0.141283,0.266623,1.246307,1.105512,0.22476,-0.276473,-1.260157,0.028629,-0.175277,-0.354939,0.093013,-0.406518,-0.386378,0.11403,-0.750085,-0.09917,-0.297015,-1.38333,-0.448574,-0.188281,-0.14422,-1.486309,1.287682,1.40379,-0.095894,-0.067276,0.036465,-0.02994,1.789836,-0.336307,-0.202678,-0.139612,-0.002485,0.302703,0.045175,-0.29427,0.164273,0.545184,0.303658,-0.494752,-0.198303,-1.854865,0.402396,-0.822279,-0.026129,-0.148458,0.893438,-0.304287,0.32689,-0.459418,-0.104202,-0.392291,-1.90848,-0.063125,-0.020746,0.54629,0.992885,0.110591,0.155937
UMUC1_URINARY_TRACT,0.097428,-0.033832,0.064591,-0.542405,-0.449039,-0.495779,0.024977,-0.02022,0.722827,-1.133112,-0.699692,-1.493187,-0.079386,0.244386,-0.481019,0.059283,0.193977,1.122244,-0.496606,-1.097782,0.120186,0.136375,0.032032,0.2315,-0.348313,-0.351153,-0.376701,-0.022091,-0.02876,0.097955,0.068514,-0.470436,0.493366,0.105413,1.24039,0.120091,1.589781,0.294984,0.454052,0.366383,0.806243,-0.186924,-0.268731,0.24522,0.019248,0.207333,-0.984654,-0.731299,-0.259114,0.949744,0.040362,3.90218,0.064565,-0.094413,2.857804,-0.099781,-0.302594,-0.200755,0.19668,0.254474,-0.136307,2.69728,0.166261,-0.316586,0.485807,0.016043,0.124244,0.105108,-0.56199,-0.015923,3.473938,0.322296,0.601341,0.941929,0.039881,-0.065647,-0.560279,-1.135056,0.004457,-0.050037,0.116276,0.36722,0.583783,-0.421652,1.758117,-0.762543,0.36662,-0.174877,0.009268,1.866862,-1.687207,-0.292564,0.209313,-0.391841,-0.485815,-1.059815,-0.899005,0.573758,0.52548,0.377618,-0.043871,0.069501,0.016948,0.097085,1.816023,0.455692,-0.126965,-0.075758,0.077378,-0.155038,0.241384,-0.325236,-0.240086,0.207792,-0.635904,-0.264977,-0.067054,-0.055715,-0.521267,-0.396198,-0.681962,-0.135787,0.598061,0.665918,0.145901,0.069284,-0.278604,-0.703556,0.088409,0.235921,0.462997,-0.495058,0.440544,-0.161044,-0.040418,-0.126211,-0.255759,-0.795753,-1.109993,1.65944,-1.184998,-0.69184,1.398268,-0.519985,-0.227918,-0.519143,3.364598,-0.038406,0.11899,-0.260426,-0.445576,-0.51154,-0.446287,0.187864,0.88709,-0.226567,-0.341007,0.299835,0.241744,0.127171,-1.190971,0.961403,-0.179039,-0.174867,-0.122466,-0.089613,-0.139022,1.423217,0.27528,-0.352237,-0.265257,-0.128978,-1.23066,0.268693,-0.135739,-0.085601,-0.884518,-1.722744,-1.295782,0.479728,1.402039,0.110667,0.071063,0.120328,0.445389,-0.227753,0.390055,0.036031,-0.215263,1.813753,0.012105,0.50869,-1.314342,0.489515,-0.212735,0.004916,0.92026,0.329153,1.37613,0.110766,0.390302,-0.662404,1.285525,-0.343551,0.004816,-0.642813,1.664742,2.742717,-0.318875,0.001117,0.395419,0.45186,0.229569,-0.737897
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.124201,-0.178833,-0.254593,0.101963,-0.095954,-0.238432,-0.209448,0.507164,-0.104802,0.273556,0.071011,-0.156923,0.021922,0.904583,-0.57614,-1.429647,-0.918273,-0.957202,-0.599137,-0.049585,-1.993256,-0.306086,-0.116797,1.195062,0.749138,0.97953,0.514308,-0.27978,0.150575,-0.011439,-0.000973,1.013848,-0.781757,0.256666,-3.867592,-0.298782,0.940417,-0.111081,0.657616,0.581125,-0.243946,-0.153198,0.008834,-0.086097,0.158532,0.70912,0.826888,0.358799,-0.223976,-0.182024,-0.199434,-3.420526,0.193027,0.110338,-0.7056,0.069541,1.061522,0.285614,0.860812,0.311736,0.101785,-0.614606,0.284538,0.383049,-0.504544,0.276519,-0.178148,0.053377,0.632894,-0.215027,-1.403224,0.253372,0.431432,-1.654669,-0.716243,-0.091132,0.618899,0.419744,0.060974,0.485912,0.026552,-0.041519,0.419282,-0.572938,-0.617822,-0.0232,0.055898,0.006912,-0.81358,-0.743892,-0.783743,0.148638,-0.591019,0.035451,0.130703,-0.314486,-0.667464,-1.825987,-0.702341,-0.629428,0.13542,-0.104852,0.08424,-0.605153,0.131366,-0.154198,-0.298552,-0.021079,-0.269315,0.114851,0.829162,-1.255247,-0.503081,0.22091,0.391194,-0.918997,-0.17329,0.13235,0.222446,0.087147,0.138589,0.001078,-0.114046,-1.047803,-0.43749,0.059522,-0.837463,-0.867356,-0.026546,0.219267,-0.693508,1.216622,0.004429,0.271509,0.129646,0.200685,-0.002969,-0.247513,0.256904,1.719191,-1.143231,0.614163,0.9896,0.104644,-0.012545,-0.731639,-1.06219,0.269696,-0.954552,0.528464,1.975602,0.30848,0.380731,-0.175732,-0.057985,0.316697,0.753521,-0.517553,-0.637767,0.006136,0.069133,-0.190823,0.086969,0.050889,0.088349,0.116754,0.55149,0.020822,0.287555,0.525829,0.089936,0.482984,0.589219,0.020793,0.180351,-0.335182,0.170433,-2.216735,-1.818879,-0.040259,0.002494,0.550948,-0.157763,-0.146544,-0.386601,1.371801,-0.034047,0.54832,-0.003958,-1.073348,1.59836,-1.102416,-0.60583,-0.360902,0.492813,0.606505,4.256539,-0.423335,-0.801311,0.196227,-0.469211,0.010449,-0.303446,0.463629,-0.218963,4.561669,-2.514578,-2.022726,-0.117983,-0.196067,-1.097551,-3.07209,-0.082963,-0.577092
U118MG_CENTRAL_NERVOUS_SYSTEM,-0.111714,0.043956,0.185935,0.206408,0.719183,0.899651,0.244555,0.991645,-0.332023,-0.090738,0.231247,-0.225989,-0.09026,-0.538734,0.658417,3.013002,2.132288,-0.501098,-0.049274,0.027507,0.92927,-0.057458,0.052856,-0.210965,0.421597,0.274498,0.091111,0.465103,-0.075321,0.073386,0.811699,0.074849,0.09491,-0.155416,0.229895,0.219941,-0.456658,-0.06241,-2.495338,-1.408646,-0.231425,0.905259,1.356425,-0.315424,-0.142565,0.053902,0.001195,0.556728,-0.134469,-0.481202,-0.247141,4.573132,-0.044393,-0.113631,-0.053174,0.105748,0.388904,-0.176806,-0.105387,-0.239323,0.133229,-0.713516,0.062319,0.336765,0.309202,-0.901149,0.466499,-0.198618,-0.196442,-0.150132,-1.931977,0.608596,0.848121,0.6315,0.522011,0.034689,-0.364142,0.708534,-0.321992,-0.250792,-0.083479,0.5626,0.185972,-0.63198,2.31017,0.652458,-0.220836,-0.054828,1.987344,-0.464674,-0.098027,1.009502,-0.924996,0.396021,0.511684,0.517342,0.562565,0.026816,0.092422,-0.145122,-0.273558,0.330769,-0.146277,-1.054168,-0.494634,0.517461,0.041105,-0.059277,-0.278267,0.449933,-1.2575,-0.674873,0.397969,-0.306031,0.021581,-0.168129,0.145111,-0.198281,-0.376271,-0.172162,-0.182392,-0.010414,-0.186848,0.405745,0.26448,-0.419296,1.325971,0.891315,0.325937,-0.419856,-0.237962,-0.829521,1.199904,-0.394776,-0.294472,-0.040137,0.318906,0.873981,0.452926,0.097246,0.460951,-0.334288,-0.165834,-0.956913,-0.564295,-0.751767,2.125471,-0.112989,0.038698,0.363694,-1.187894,-0.003183,0.019483,0.19608,-0.177374,0.065139,-0.203614,1.07605,1.253735,0.195885,0.187365,-1.546724,-0.36468,0.943014,-0.851771,0.574401,-3.308833,-0.851377,-0.539328,-0.000811,-0.12731,0.317043,0.983173,-0.877869,-0.428152,0.141553,-1.622168,2.101004,1.857928,-0.431497,-0.268046,-0.150722,-0.063342,2.404463,-0.665157,-0.609813,-0.239351,0.020759,-0.230292,-0.942661,0.454335,0.22269,0.436693,-0.072311,-0.390782,0.094096,-2.327163,0.125484,0.845614,0.149273,-0.439692,0.240309,0.13549,0.375449,0.011582,-0.387499,-0.68118,-2.086958,0.271899,0.138075,0.077487,1.355858,0.227225,-0.0508
RH30_SOFT_TISSUE,-0.104172,-0.089616,-1.039394,-0.142854,0.336089,-0.147375,-0.151029,-0.528177,-0.115375,-0.116192,0.165878,0.380921,0.02578,-0.468615,0.161287,2.190989,0.695072,0.164855,-0.23319,0.324595,-0.60331,-0.224103,1.98593,-1.616133,-0.163604,-0.475621,-0.454399,-0.313822,-0.042377,0.547357,0.129033,-0.400612,-0.533953,0.087018,-0.060953,0.116218,0.447257,-0.17332,0.04901,0.084705,0.034497,1.497932,-0.142406,-0.02156,-0.002497,0.275714,0.881448,0.275293,0.216221,-0.190511,-0.191105,-0.713377,0.092024,0.238561,-0.770573,0.409329,0.107008,0.205427,-0.292083,-0.044987,0.120542,-0.654916,-0.29138,0.407393,-0.092345,0.349551,0.141993,-0.001163,-0.286802,-0.19147,-0.187152,0.07951,0.634467,-0.531987,-0.065699,0.044042,-0.25352,-0.357497,0.039801,0.054971,-0.046431,0.307966,0.072999,0.33064,0.113347,0.645943,0.083609,0.032654,-0.011695,-0.420143,0.584012,0.276831,0.035749,0.165769,-0.042039,-0.252065,-0.081389,-0.640685,-0.224978,-0.002944,-0.022178,0.255662,-0.025715,-0.562274,0.265524,0.361261,0.071013,-0.201554,-0.144302,0.002146,-0.562872,0.524506,-0.516179,-0.13701,0.338876,-0.135239,0.755247,-0.010167,0.666573,0.723523,0.120805,0.110478,-0.077129,0.6008,0.165927,0.007137,-0.016916,0.067564,0.004246,0.566133,-0.338619,0.936074,0.26481,-0.05979,-0.04373,-0.071444,0.072242,0.015775,0.068326,0.93157,0.223306,0.014909,0.084696,-0.327591,-0.072112,-0.740184,3.382651,0.278439,-0.326143,0.027691,-0.23767,0.03255,0.03271,0.019392,-0.133184,-0.306805,-0.044533,0.787009,1.192576,-0.036576,0.359581,-0.328251,-0.015955,0.313122,-0.048688,0.401481,-1.018976,-0.094046,-0.504414,0.736683,-0.483218,0.46149,0.888537,-0.687764,0.217753,-0.155682,-0.356034,1.272971,1.132263,0.396949,-0.263216,0.032365,-0.459172,-0.252864,-0.759286,0.084635,-0.182386,0.087801,-0.162568,-0.38843,0.09546,-0.227586,0.408057,0.337524,-0.692583,0,-1.810065,0.069263,-1.044169,0.047758,-0.097914,0.275968,-0.27818,0.179104,0.162929,-0.910488,-0.595685,-1.061517,0.20036,-0.03649,0.189915,-0.227108,-0.141421,0.125802
